position_name,position_idx,layer,feature_id,feature_type,activation_value,steering_scale,move,prob_diff,original_prob,modified_prob,fen
pos_51,51,0,2952,transcoder,1.7456032037734985,-2.0,h3d7,-0.0043184536043554544,0.006067332811653614,0.0017488792072981596,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,0,13740,lorsa,3.7085108757019043,-2.0,h3d7,-0.004307250841520727,0.006067332811653614,0.0017600819701328874,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,1,11331,transcoder,0.8082765340805054,-2.0,h3d7,-0.004134849412366748,0.006067332811653614,0.0019324833992868662,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,1,11218,transcoder,0.6418614387512207,-2.0,h3d7,-0.004076887620612979,0.006067332811653614,0.001990445191040635,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,6,2057,transcoder,2.1454977989196777,-2.0,h3d7,-0.004021794069558382,0.006067332811653614,0.002045538742095232,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,7,9138,transcoder,0.9054855704307556,-2.0,h3d7,-0.0039839481469243765,0.006067332811653614,0.0020833846647292376,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,13,13122,transcoder,0.7367851138114929,-2.0,h3d7,-0.0039809830486774445,0.006067332811653614,0.0020863497629761696,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,14,138,transcoder,4.523113250732422,-2.0,h3d7,-0.0039389010053128,0.006067332811653614,0.0021284318063408136,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,14,11103,transcoder,1.010058879852295,-2.0,h3d7,-0.0038384769577533007,0.006067332811653614,0.0022288558539003134,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,2,5718,transcoder,0.8079871535301208,-2.0,h3d7,-0.0038363393396139145,0.006067332811653614,0.0022309934720396996,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,3,5284,transcoder,0.8008631467819214,-2.0,h3d7,-0.0037804124876856804,0.006067332811653614,0.0022869203239679337,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,11,9680,transcoder,0.9958580732345581,-2.0,h3d7,-0.0037547785323113203,0.006067332811653614,0.0023125542793422937,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,13,12356,transcoder,2.8797311782836914,-2.0,h3d7,-0.0036554087419062853,0.006067332811653614,0.0024119240697473288,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,14,2640,transcoder,0.9139871597290039,-2.0,h3d7,-0.003644918790087104,0.006067332811653614,0.00242241402156651,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,1,11215,lorsa,5.964420318603516,-2.0,h3d7,-0.003610507817938924,0.006067332811653614,0.00245682499371469,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_5,5,0,13486,transcoder,2.0659875869750977,-2.0,h3d7,-0.0031429084483534098,0.006067332811653614,0.0029244243633002043,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_5,5,0,10273,lorsa,4.833032608032227,-2.0,h3d7,-0.0030726282857358456,0.006067332811653614,0.0029947045259177685,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_5,5,1,853,transcoder,1.0452512502670288,-2.0,h3d7,-0.0030406711157411337,0.006067332811653614,0.0030266616959124804,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,10,12950,transcoder,0.8670345544815063,-2.0,h3d7,-0.0027856838423758745,0.006067332811653614,0.0032816489692777395,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,12,8628,transcoder,0.6828875541687012,-2.0,h3d7,-0.00274794758297503,0.006067332811653614,0.003319385228678584,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_3,3,0,13486,transcoder,2.532073497772217,-2.0,h3d7,-0.0025709671899676323,0.006067332811653614,0.0034963656216859818,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_5,5,4,8453,transcoder,0.977392852306366,-2.0,h3d7,-0.002519941655918956,0.006067332811653614,0.0035473911557346582,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_54,54,0,15890,transcoder,0.6315698027610779,-2.0,h3d7,-0.0024781159590929747,0.006067332811653614,0.0035892168525606394,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_3,3,0,10273,lorsa,5.098602294921875,-2.0,h3d7,-0.0024175026919692755,0.006067332811653614,0.0036498301196843386,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,10,9278,transcoder,8.338961601257324,-2.0,h3d7,-0.0023332955315709114,0.006067332811653614,0.0037340372800827026,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_15,15,0,12663,transcoder,1.3038535118103027,-2.0,h3d7,-0.002322382992133498,0.006067332811653614,0.003744949819520116,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,0,1026,transcoder,0.5010848641395569,-2.0,h3d7,-0.0022832080721855164,0.006067332811653614,0.0037841247394680977,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_10,10,0,7465,lorsa,4.450299263000488,-2.0,h3d7,-0.0022818215657025576,0.006067332811653614,0.0037855112459510565,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_45,45,0,7213,lorsa,5.16278600692749,-2.0,h3d7,-0.002279725158587098,0.006067332811653614,0.003787607653066516,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,7,14452,transcoder,3.3493738174438477,-2.0,h3d7,-0.0022688081953674555,0.006067332811653614,0.0037985246162861586,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_10,10,0,12663,transcoder,1.2891596555709839,-2.0,h3d7,-0.0021812086924910545,0.006067332811653614,0.0038861241191625595,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
pos_51,51,12,15847,transcoder,3.192915916442871,-2.0,h3d7,-0.0021675587631762028,0.006067332811653614,0.0038997740484774113,6rk/2nq1rnp/p4P2/1p1p4/P1p5/3B3Q/1PP4P/3R1RK1 w - - 0 29
